6	31
2	4
150	146
29	60
6	27
107	102
8	57
17	0
25	-1
2	-15
4	-1
16	10
257	278
21	31
11	-5
175	194
108	100
286	289
2	33
2	-23
14	10
2	18
12	24
20	37
108	78
24	12
4	-21
12	73
32	31
151	125
61	48
19	46
23	73
42	71
2	-42
348	342
2	12
17	-11
105	90
17	53
197	188
7	-17
18	-38
66	62
45	42
9	51
19	55
4	4
90	97
22	35
16	24
4	-19
12	10
11	8
11	60
23	57
2	55
218	231
5	24
11	-7
25	46
5	-19
13	12
160	152
20	2
111	120
20	22
16	0
6	-34
5	31
4	-7
9	-3
2	-23
12	33
18	6
8	-32
20	-5
24	20
4	-17
2	2
445	501
33	18
17	-17
8	42
7	20
204	168
20	8
116	107
262	300
323	286
27	18
5	18
4	-27
39	-3
17	44
2	20
9	-9
10	0
132	152
128	149
2	44
9	69
238	289
6	12
8	16
129	160
222	241
12	46
8	55
5	-19
21	6
123	102
10	35
128	154
228	238
27	55
7	-13
8	42
7	-29
4	-7
113	90
2	-7
61	42
17	20
2	27
8	8
8	-5
4	12
14	6
134	128
16	0
41	24
6	4
6	-29
139	110
10	8
6	14
7	-32
33	6
2	-1
70	85
253	225
9	33
224	188
4	8
108	130
148	133
441	420
6	6
67	27
104	73
253	244
3	22
57	92
9	24
10	46
14	24
70	73
371	380
27	-15
24	4
13	2
10	2
5	-11
42	20
14	33
2	20
33	10
12	6
10	10
6	27
20	31
2	6
48	48
11	-21
32	14
5	40
8	14
14	16
88	57
26	35
7	6
3	-3
22	-5
292	354
33	44
2	40
310	296
4	40
17	48
16	27
27	60
177	138
36	16
129	112
14	-11
54	57
13	20
15	48
63	133
2	2
4	-5
3	62
69	51
27	22
2	10
452	420
12	44
6	-3
20	22
319	354
10	40
4	-29
9	6
237	278
2	-3
219	216
6	0
314	330
32	8
6	4
9	8
45	29
27	20
8	-17
283	334
12	33
165	180
352	326
138	146
44	60
20	6
2	8
2	-1
11	-1
133	125
12	10
26	37
15	24
294	251
61	97
16	12
3	31
57	60
18	42
205	194
4	8
2	8
202	168
18	44
15	42
8	-36
24	-15
14	20
8	-3
402	380
15	29
14	-13
126	160
75	78
14	16
20	2
14	6
13	31
71	71
2	-11
16	44
4	16
18	-38
37	55
5	51
11	37
18	-29
16	44
17	0
20	76
20	31
2	42
5	-15
67	66
35	37
11	-21
27	33
5	-17
2	12
16	48
7	-23
78	97
6	44
9	-1
17	18
78	62
81	78
20	42
37	55
14	14
10	4
292	311
17	37
16	48
40	22
8	16
10	-25
45	53
24	48
41	46
15	-9
11	-9
4	20
4	2
2	12
8	-3
4	4
7	20
12	-1
38	14
13	-3
11	-9
6	-32
8	0
13	31
186	157
12	18
2	2
234	238
27	51
6	10
4	0
10	8
88	112
11	10
118	110
36	-3
28	42
80	100
6	29
4	-17
4	-9
21	42
23	37
10	2
4	20
457	474
17	-25
259	258
24	29
3	-13
358	330
8	60
4	-9
13	4
5	-3
43	35
20	37
26	48
20	18
2	-21
4	8
8	8
499	434
18	2
7	2
10	12
34	20
20	33
27	29
13	12
3	55
114	110
29	55
2	24
2	20
7	16
60	92
189	174
16	-32
13	-5
70	46
336	330
2	-19
238	225
36	35
8	35
2	10
13	6
50	42
9	-5
10	10
135	115
5	6
110	80
6	14
20	37
20	18
126	105
9	31
365	420
5	40
31	24
400	411
259	275
146	180
4	22
180	200
59	76
283	350
35	48
4	-9
39	27
135	130
10	-3
16	-19
12	-13
96	60
4	-19
6	14
29	35
10	-3
9	16
2	4
15	-3
10	6
30	-23
122	146
19	20
20	24
6	8
3	-21
2	6
6	29
5	18
20	18
16	10
7	16
98	55
4	0
58	66
16	48
110	105
370	375
19	-19
14	-1
21	27
192	177
19	0
8	2
4	20
356	375
9	20
163	168
2	18
3	31
354	358
8	-13
7	-11
52	71
275	289
7	42
7	6
13	27
31	46
32	29
16	37
121	115
21	14
290	282
136	133
7	-5
26	-21
8	-3
59	90
123	174
4	-34
6	-7
27	16
10	27
16	18
9	29
8	55
25	16
10	14
117	144
417	469
16	42
12	-9
3	40
2	33
164	216
68	76
100	128
2	-25
316	307
6	20
12	20
23	20
9	53
119	130
8	-13
38	4
5	0
13	-3
10	0
8	46
140	165
3	8
12	10
16	-23
13	42
60	73
14	-31
4	-23
5	-23
45	57
2	29
14	8
3	-38
49	71
4	6
306	311
142	138
20	66
5	-9
106	80
8	6
21	35
15	20
10	-19
3	16
21	40
22	24
7	18
20	-5
24	44
351	307
141	188
4	-19
297	238
6	31
450	402
14	55
9	-9
2	18
132	128
10	10
2	6
37	29
3	8
350	354
299	289
2	51
12	10
41	64
116	85
24	16
106	97
14	10
7	-3
4	20
2	-74
422	429
10	27
83	22
2	-11
164	163
2	-13
16	27
2	-3
4	-3
16	14
4	-15
2	-1
41	12
24	6
4	-15
6	-17
6	-19
212	177
9	18
66	88
9	-3
5	44
422	375
27	24
9	12
44	42
110	136
24	40
174	180
6	2
20	4
6	-3
438	411
60	48
3	0
2	-38
387	371
111	115
28	10
4	69
89	133
8	27
5	-27
282	278
9	33
77	90
9	-3
9	14
7	20
7	27
12	-7
104	95
126	117
37	40
12	-13
3	18
9	16
13	-32
11	37
3	-1
177	244
4	42
4	8
13	16
15	64
162	165
4	2
36	12
36	83
254	248
348	434
3	-5
19	0
39	33
320	338
228	251
85	78
57	62
10	40
16	24
12	-31
3	-29
402	371
8	-9
8	12
20	4
13	10
301	289
219	177
199	206
283	296
4	0
27	46
17	-27
67	64
6	-11
2	8
7	62
10	27
123	160
18	6
8	-31
147	180
4	24
9	16
2	35
66	88
10	60
48	10
5	-5
8	18
11	0
116	78
26	29
5	-7
3	0
6	8
4	-31
2	-23
7	33
96	76
466	547
12	22
5	-69
16	35
43	55
164	133
13	29
2	-21
64	64
24	18
22	12
5	24
376	380
438	495
18	51
20	18
5	10
213	180
363	346
41	73
7	-9
20	8
207	235
5	55
20	27
20	20
2	42
13	14
2	-19
53	57
7	24
10	27
198	216
77	120
19	35
29	60
316	315
205	183
14	8
5	29
20	44
7	-21
7	-21
51	46
9	0
92	73
107	141
114	83
300	282
10	40
6	27
4	-7
44	48
5	-7
6	-17
7	46
2	24
14	33
66	92
4	18
4	-13
116	122
3	10
145	149
227	251
11	-17
12	-11
174	191
4	31
128	144
28	53
22	20
77	64
2	-1
20	2
127	130
12	-17
286	338
157	165
11	35
10	-3
121	112
9	-3
5	-15
5	22
15	10
116	130
7	24
463	439
407	350
7	-3
33	83
3	-7
14	20
4	-5
28	27
2	20
11	20
9	53
2	-1
2	33
8	-36
88	100
10	4
132	171
139	122
9	29
16	44
28	31
20	4
29	31
4	-11
16	18
10	-5
145	102
13	-29
5	48
20	16
94	85
370	406
24	71
194	197
298	315
50	27
21	37
8	2
39	71
16	35
14	27
22	42
2	-36
6	29
310	275
6	22
2	29
343	286
104	83
2	-17
6	-36
42	20
2	-9
18	24
23	46
2	-25
10	42
11	33
5	-15
7	46
7	29
93	117
265	174
28	64
18	40
6	2
7	42
266	258
8	35
2	-44
43	57
22	6
124	120
4	31
4	4
27	44
13	6
4	22
250	261
7	12
6	46
2	-15
217	231
2	-1
20	40
78	60
494	420
136	138
12	37
44	51
48	-3
20	4
14	-1
32	20
39	44
269	289
3	22
203	216
11	73
16	22
2	-11
211	188
318	304
9	29
3	6
2	-1
4	-13
3	22
4	-19
9	27
20	31
6	8
278	282
6	37
149	154
25	20
10	-13
147	146
8	4
47	10
16	8
27	35
20	33
15	20
10	20
4	2
2	2
129	144
5	27
7	57
9	35
8	-3
4	48
4	2
72	62
7	-7
5	31
80	69
25	0
93	133
6	35
4	-13
238	244
5	-9
17	31
2	12
11	-27
5	-42
35	27
5	-3
70	57
2	12
4	22
11	-9
44	27
497	485
2	10
9	29
2	-17
2	27
159	160
2	18
408	434
248	268
4	-9
87	64
14	-29
16	-1
7	2
8	-17
2	12
9	12
418	454
12	2
5	0
180	200
15	-3
4	20
20	27
9	33
2	0
24	-15
5	-13
5	22
20	69
3	18
13	10
11	-15
43	71
10	-1
122	78
2	-3
2	18
43	18
7	4
12	0
3	24
116	85
6	-1
19	33
6	42
8	14
5	-27
4	2
15	-32
26	31
21	51
9	55
10	8
10	51
27	44
12	46
118	128
4	-7
2	-5
10	12
9	31
24	64
2	16
20	55
170	168
2	14
26	-5
7	29
128	117
179	160
2	8
119	133
20	24
20	14
10	14
15	20
20	18
13	-1
172	163
2	-17
8	18
4	-15
11	24
5	-31
369	346
12	16
14	-21
20	20
8	18
4	-31
372	354
4	12
18	20
45	4
2	-7
6	-1
28	57
4	14
4	48
11	-29
5	27
17	44
11	2
16	2
12	8
7	-5
4	0
204	203
22	-1
8	-1
6	-1
5	6
50	42
10	-27
3	16
8	42
8	16
8	0
16	16
11	0
110	117
18	16
12	20
66	69
104	78
16	14
131	146
4	24
94	130
2	24
5	-29
261	241
10	8
14	8
224	203
3	-3
5	44
7	31
13	14
4	-3
4	16
48	18
9	6
14	40
16	16
8	24
183	186
4	-9
4	42
26	8
163	165
27	-15
3	-7
33	8
7	60
20	12
3	-15
5	-19
5	18
5	22
9	24
2	22
10	-25
168	206
441	429
6	2
251	304
292	265
5	-1
6	2
2	-13
20	64
5	4
291	304
167	177
20	24
475	485
7	-23
13	20
8	12
3	33
123	120
12	16
4	16
10	44
13	-38
134	105
4	10
3	44
17	20
4	44
38	14
17	-25
2	53
140	152
2	27
18	-7
4	-3
6	4
2	-31
4	16
10	24
450	598
21	44
4	-3
15	0
5	40
11	40
189	154
4	18
9	24
215	197
20	24
2	-7
54	76
72	40
84	66
6	-19
270	231
24	-3
6	29
20	14
7	27
10	-9
62	29
2	0
6	-21
171	174
2	-17
309	315
20	10
9	20
4	-19
108	105
2	0
4	8
12	16
20	33
4	29
4	-25
4	10
4	0
8	-1
2	12
4	-13
196	154
12	-17
9	16
16	35
35	12
4	14
9	22
20	14
9	-17
3	-19
4	33
10	44
8	4
144	125
5	16
19	6
124	130
9	-13
20	57
10	8
4	-5
2	55
356	346
5	-25
8	0
39	40
6	14
11	8
117	154
90	85
13	33
19	8
2	40
16	0
18	8
2	-1
22	16
100	117
9	53
99	92
359	338
4	24
20	55
8	8
12	2
3	-11
6	8
15	-42
13	-5
56	53
2	51
57	62
7	-21
2	8
3	6
352	323
2	18
48	51
2	-9
2	-13
34	-17
97	66
2	2
35	46
6	40
4	-17
4	33
6	27
125	115
110	130
10	44
53	76
2	-25
12	14
326	380
171	177
206	183
8	-56
2	-11
219	222
7	4
10	-21
329	350
20	35
2	71
5	16
18	22
223	203
6	-3
4	14
4	8
4	-9
4	33
13	-9
5	8
123	122
12	0
189	174
9	22
6	33
8	-1
20	51
2	20
4	2
6	42
214	213
7	14
170	210
8	16
6	8
8	16
140	174
10	-11
2	12
126	115
10	4
11	-15
194	165
2	-5
140	186
385	358
10	16
8	22
9	53
142	97
246	235
10	14
20	-5
10	20
338	307
241	222
172	241
14	22
12	20
20	18
282	268
7	10
7	31
215	186
104	100
8	4
8	-5
266	350
3	-13
2	-5
2	-15
110	80
12	-7
30	-9
6	12
110	69
3	-3
2	4
8	10
9	18
2	-9
4	-5
4	-1
2	44
363	354
20	-5
260	293
438	454
20	35
2	-13
334	300
82	130
23	14
181	174
6	-1
20	0
4	8
2	10
216	219
2	16
126	138
9	4
5	-3
21	-1
26	48
10	2
2	0
86	73
30	16
20	35
18	6
460	406
9	-27
2	37
4	27
108	120
2	46
8	16
42	14
7	40
10	31
27	8
32	27
4	29
56	71
80	48
10	-7
12	-34
27	44
8	-11
49	33
9	-11
6	4
9	8
122	62
7	-5
280	238
6	46
17	-17
2	4
263	238
16	42
293	342
80	62
148	97
4	27
6	10
14	-1
17	53
6	12
14	16
16	-15
10	10
7	6
104	125
4	10
9	22
7	-7
12	6
4	18
32	18
5	-9
63	53
4	10
14	4
320	268
15	35
4	20
16	29
2	14
468	464
4	55
2	-15
136	125
41	24
41	14
14	14
490	474
124	144
7	-29
43	27
8	2
50	33
14	2
17	14
55	66
212	174
9	-27
5	27
2	40
10	2
20	4
139	171
12	22
15	40
4	-21
58	37
20	8
6	18
2	14
4	-5
12	-25
11	-3
160	186
3	31
12	-7
12	-27
27	37
124	95
2	20
3	-13
2	-3
2	14
109	92
2	-31
4	-27
12	-15
6	-11
4	12
2	-19
196	210
16	-29
2	-3
17	-17
9	33
3	4
21	18
3	-25
146	174
2	6
302	326
17	27
367	367
14	10
2	-21
7	6
6	-17
384	415
8	24
6	2
92	90
6	-5
37	62
33	53
2	-23
200	188
4	-17
204	231
2	8
15	-9
8	18
20	37
4	-3
23	35
316	304
15	-21
6	37
8	2
62	22
4	-1
105	71
24	66
4	24
10	-34
6	6
16	29
20	29
9	40
6	14
179	168
4	4
4	-36
3	27
116	107
9	2
339	304
40	57
2	-15
214	168
24	4
7	-23
72	76
224	177
149	110
112	69
12	31
2	29
94	130
38	4
18	29
8	-13
6	-25
2	0
5	18
469	535
4	31
2	14
8	4
7	4
366	402
20	20
47	60
297	326
4	10
130	154
6	8
3	44
18	29
21	8
84	133
2	-19
12	10
18	-1
8	-9
20	44
229	197
376	380
495	459
117	120
137	120
6	-25
4	31
348	323
42	71
73	107
24	4
93	122
166	149
16	-5
8	-5
4	-21
3	40
58	53
12	42
7	-9
8	0
4	37
416	429
10	8
275	271
493	495
7	-23
28	10
4	14
25	71
402	375
6	10
7	6
4	2
15	60
424	402
240	241
2	51
66	97
484	449
238	326
6	-5
16	-7
6	-5
123	85
4	-17
24	40
7	-1
2	10
102	130
4	-19
140	163
2	-7
2	6
24	42
105	122
2	0
6	-5
7	4
9	-5
12	27
2	-13
8	42
216	225
42	27
42	31
4	18
49	73
2	22
401	406
2	-9
95	136
8	33
10	12
6	-3
20	8
8	8
50	95
18	6
11	6
4	0
4	-7
2	29
12	-3
4	-17
34	60
6	-1
2	-11
4	16
2	-7
82	48
210	197
6	10
10	20
2	-13
13	6
56	125
2	-27
394	434
351	415
74	48
136	115
10	35
2	22
2	-5
46	35
6	-7
6	18
74	76
4	-1
2	-42
9	-9
32	12
44	62
3	-17
6	14
28	-7
2	8
6	-17
4	12
4	37
177	248
4	24
8	10
124	110
69	53
15	-7
2	-11
4	-7
8	-25
5	-5
10	29
2	14
35	44
23	-1
8	60
6	29
7	10
228	293
3	16
10	-11
155	157
4	-3
9	-42
6	-21
15	10
8	22
44	27
11	-7
9	12
130	110
148	163
7	44
2	2
20	-3
4	2
3	40
218	219
46	71
107	125
8	22
6	0
186	191
21	24
2	6
2	27
3	12
154	177
193	206
2	-34
5	27
340	311
344	350
2	-9
16	40
88	71
176	177
2	-9
126	130
55	51
8	2
286	293
204	213
22	-1
101	80
5	-13
7	-1
10	-5
216	225
7	6
15	-5
20	18
400	415
15	31
128	125
10	27
189	251
23	27
2	2
6	18
2	42
8	16
3	40
100	64
389	375
2	-17
5	-19
364	289
4	22
18	24
20	33
14	-1
5	12
2	-21
20	10
42	-3
2	-9
103	149
20	40
262	265
8	8
2	40
4	-47
7	22
9	76
10	29
7	27
7	20
4	-7
8	55
5	2
4	-25
2	-7
8	0
48	27
3	16
24	-38
20	29
2	18
6	12
4	10
8	14
107	112
10	29
52	40
2	10
10	-32
271	271
125	100
13	24
28	42
73	46
14	6
20	33
12	-31
15	22
8	22
170	177
6	29
9	8
9	-5
127	144
106	95
6	-23
116	78
190	225
4	0
8	8
374	346
2	40
2	48
4	-1
18	-3
15	-1
5	20
10	35
9	22
36	20
14	27
54	22
2	-15
2	16
19	22
9	2
2	-11
55	62
5	12
20	42
10	20
132	122
7	0
468	464
180	203
4	62
32	0
4	-3
20	4
24	14
2	-13
5	37
66	33
2	10
10	-5
215	241
2	12
4	10
20	14
12	6
25	18
2	4
42	22
5	51
12	-9
50	51
3	29
2	-21
27	-13
3	-7
2	-9
2	-19
36	60
2	-19
4	44
5	14
4	24
8	57
12	-9
9	27
6	-19
146	130
484	512
6	-3
2	55
292	258
4	20
2	20
3	-3
3	-44
11	-21
54	71
60	40
20	-9
2	-23
11	8
12	35
34	57
153	138
60	64
12	31
4	-32
20	29
4	14
102	122
4	4
237	323
4	4
9	46
140	203
36	46
2	-17
10	-7
20	69
20	33
184	174
2	-32
106	102
47	20
2	29
3	0
124	125
2	-38
6	-9
136	88
484	495
90	60
8	12
8	16
4	-17
4	-34
153	165
284	244
277	275
112	100
10	-19
46	53
11	-11
36	37
7	24
106	117
2	10
355	397
9	-5
420	439
9	44
176	186
48	66
10	20
7	-3
25	10
22	-3
128	102
12	44
197	200
4	4
3	12
4	-9
4	6
7	10
8	42
36	20
9	8
3	4
6	0
20	33
2	-7
6	22
2	4
8	-5
121	122
2	20
13	8
8	48
9	12
13	27
5	6
389	411
27	14
4	40
6	4
20	29
491	454
2	40
4	22
2	-9
8	10
183	206
13	48
14	8
2	-1
4	0
176	183
16	14
218	248
4	-19
3	18
112	97
8	-3
6	10
116	146
138	157
5	-19
5	10
16	-7
4	-15
20	20
2	33
20	4
20	60
31	24
10	-31
21	10
6	-5
104	69
3	12
2	16
4	12
2	6
8	6
12	2
4	-21
499	541
20	-27
106	128
257	319
2	4
51	60
21	20
4	-25
5	-5
21	0
2	-3
148	154
5	-13
61	62
8	-15
56	83
2	-11
358	406
3	-38
12	-1
8	14
16	48
105	117
2	-3
132	152
9	16
5	-1
8	10
10	10
2	-7
6	-23
13	69
8	4
2	-9
4	14
2	48
6	44
264	300
64	76
5	12
20	48
12	48
6	4
2	33
4	31
134	165
8	-1
21	20
3	44
17	10
20	16
20	12
9	14
5	0
377	393
2	20
3	-7
10	4
80	78
121	122
24	20
4	18
247	235
6	16
2	0
396	342
8	16
328	380
45	78
10	14
4	-19
2	2
41	62
328	354
323	319
12	8
30	51
151	171
6	-21
69	37
232	225
20	-17
2	12
4	4
22	18
306	286
2	-15
4	0
18	4
183	186
20	10
95	90
20	-7
113	149
20	0
8	2
2	16
453	402
6	-21
67	22
20	6
5	48
3	-23
3	-17
8	8
2	-5
7	22
230	235
14	10
155	130
20	12
26	69
42	4
42	51
2	4
200	197
4	4
3	22
4	-5
9	6
225	238
7	-19
224	258
2	0
3	2
198	171
2	-31
140	180
10	10
20	40
275	225
6	53
148	128
2	22
8	20
2	16
2	12
10	8
30	12
166	152
132	149
150	157
4	6
3	2
7	48
346	354
109	90
341	380
211	200
207	241
4	29
3	-32
5	-7
493	535
4	27
212	180
20	-23
9	16
8	24
20	40
12	35
27	31
32	76
2	53
4	60
5	-3
20	69
100	110
156	120
16	-7
5	22
4	-51
16	-17
28	10
20	69
3	-1
130	146
70	88
7	20
5	27
3	10
4	0
148	180
6	10
96	73
8	4
18	12
10	-25
10	16
20	10
3	18
4	4
2	16
3	16
17	-11
2	29
6	6
4	35
4	-13
4	44
12	29
7	42
280	200
9	10
32	48
184	238
5	35
6	-34
110	90
11	22
6	53
4	42
15	33
2	2
3	-17
13	-34
5	24
7	-15
352	326
36	10
113	168
2	16
11	20
2	-5
16	24
284	268
8	-13
11	-17
4	16
4	31
52	60
18	-5
198	149
102	105
3	-19
41	42
60	62
20	0
13	-3
7	-1
5	-21
2	-27
368	346
10	16
120	136
10	-7
4	-11
2	20
161	200
3	60
4	14
128	107
4	18
6	-31
6	-9
8	-19
416	429
223	265
9	20
8	2
3	14
86	122
2	27
8	-5
18	31
253	248
10	-42
9	2
10	29
14	24
50	33
10	46
7	33
7	24
13	22
20	33
46	73
12	10
18	76
5	20
20	62
120	107
54	44
26	18
20	4
24	-1
6	-29
20	20
7	-17
20	18
12	-3
2	14
10	22
238	194
14	2
139	128
7	2
8	-9
4	20
80	78
2	-13
130	154
5	-42
2	20
67	102
23	37
8	-9
4	-21
4	29
4	-44
294	307
10	44
15	10
114	141
2	-17
145	186
484	512
96	117
2	12
240	248
113	85
12	-7
7	0
20	27
2	-1
4	-7
16	-19
334	350
4	27
10	2
242	251
11	22
10	-34
6	14
16	-19
5	10
3	-19
8	73
2	-13
2	-27
4	-1
216	171
4	-1
6	-15
4	-11
4	-13
28	62
7	-9
108	117
6	-38
13	0
332	350
20	35
6	-5
8	20
18	2
8	6
2	24
3	20
2	-13
5	31
168	191
4	-3
4	48
4	60
9	-36
7	12
211	228
7	0
58	51
5	6
54	29
20	27
6	-3
56	76
17	20
2	18
6	-38
26	55
207	183
16	42
4	4
2	-5
2	40
12	62
2	33
2	-17
14	14
12	40
4	64
5	27
20	44
12	-1
275	251
2	14
5	0
4	-5
187	194
4	2
2	-9
6	-17
4	-7
2	-11
4	12
2	20
7	2
145	149
14	60
2	29
8	20
2	12
300	323
2	20
4	14
9	2
126	102
266	268
16	4
4	-13
4	-19
135	138
20	14
490	474
8	2
3	14
119	112
14	-7
12	37
6	8
2	-13
12	10
102	80
5	16
4	-7
2	42
68	57
6	4
20	2
2	14
105	107
16	40
5	18
4	-36
9	14
192	171
4	6
2	-29
113	117
12	2
72	88
472	464
132	115
2	8
8	0
12	18
8	12
4	31
16	29
8	83
3	-25
6	12
7	-1
8	-15
8	-9
39	12
2	44
92	80
3	83
9	-5
368	342
2	-1
2	-17
2	-1
114	120
12	2
234	200
20	62
20	14
8	27
114	117
4	-31
3	-1
4	29
7	24
2	10
2	10
4	22
4	-1
15	-19
2	16
106	125
2	-21
5	-3
191	191
5	62
239	244
276	311
2	-9
9	6
295	261
12	-15
92	141
6	48
3	16
2	37
4	-32
462	506
17	27
2	10
2	-29
130	128
8	10
9	55
13	44
408	439
14	-3
52	44
9	-25
74	51
23	20
8	6
166	168
2	10
82	85
327	315
10	-15
4	-7
6	8
20	27
13	46
2	6
9	16
132	136
20	-17
110	80
2	-1
11	22
6	-31
4	-1
4	46
33	20
14	2
37	8
2	18
3	-1
462	464
5	29
102	138
2	2
8	35
3	-19
2	10
34	10
8	-29
12	37
10	-13
136	144
254	216
19	-15
12	-5
15	14
8	4
116	88
2	-44
124	133
5	-7
8	-1
217	206
3	-21
102	136
20	20
2	62
222	188
4	31
344	293
3	6
28	24
4	-15
180	183
246	251
6	42
6	2
20	2
2	42
12	10
236	254
5	22
32	88
6	-23
2	2
2	-31
6	8
5	-15
10	12
2	2
8	8
30	35
31	35
63	88
